data/train/00000_c.png,data/train/00000_d.png
data/train/00001_c.png,data/train/00001_d.png
data/train/00002_c.png,data/train/00002_d.png
data/train/00003_c.png,data/train/00003_d.png
data/train/00004_c.png,data/train/00004_d.png
data/train/00005_c.png,data/train/00005_d.png
data/train/00006_c.png,data/train/00006_d.png
data/train/00007_c.png,data/train/00007_d.png
data/train/00008_c.png,data/train/00008_d.png
data/train/00009_c.png,data/train/00009_d.png
data/train/00010_c.png,data/train/00010_d.png
data/train/00011_c.png,data/train/00011_d.png
data/train/00012_c.png,data/train/00012_d.png
data/train/00013_c.png,data/train/00013_d.png
data/train/00014_c.png,data/train/00014_d.png
data/train/00015_c.png,data/train/00015_d.png
data/train/00016_c.png,data/train/00016_d.png
data/train/00017_c.png,data/train/00017_d.png
data/train/00018_c.png,data/train/00018_d.png
data/train/00019_c.png,data/train/00019_d.png
data/train/00020_c.png,data/train/00020_d.png
data/train/00021_c.png,data/train/00021_d.png
data/train/00022_c.png,data/train/00022_d.png
data/train/00023_c.png,data/train/00023_d.png
data/train/00024_c.png,data/train/00024_d.png
data/train/00025_c.png,data/train/00025_d.png
data/train/00026_c.png,data/train/00026_d.png
data/train/00027_c.png,data/train/00027_d.png
data/train/00028_c.png,data/train/00028_d.png
data/train/00029_c.png,data/train/00029_d.png
data/train/00030_c.png,data/train/00030_d.png
data/train/00031_c.png,data/train/00031_d.png
data/train/00032_c.png,data/train/00032_d.png
data/train/00033_c.png,data/train/00033_d.png
data/train/00034_c.png,data/train/00034_d.png
data/train/00035_c.png,data/train/00035_d.png
data/train/00036_c.png,data/train/00036_d.png
data/train/00037_c.png,data/train/00037_d.png
data/train/00038_c.png,data/train/00038_d.png
data/train/00039_c.png,data/train/00039_d.png
data/train/00040_c.png,data/train/00040_d.png
data/train/00041_c.png,data/train/00041_d.png
data/train/00042_c.png,data/train/00042_d.png
data/train/00043_c.png,data/train/00043_d.png
data/train/00044_c.png,data/train/00044_d.png
data/train/00045_c.png,data/train/00045_d.png
data/train/00046_c.png,data/train/00046_d.png
data/train/00047_c.png,data/train/00047_d.png
data/train/00048_c.png,data/train/00048_d.png
data/train/00049_c.png,data/train/00049_d.png
data/train/00050_c.png,data/train/00050_d.png
data/train/00051_c.png,data/train/00051_d.png
data/train/00052_c.png,data/train/00052_d.png
data/train/00053_c.png,data/train/00053_d.png
data/train/00054_c.png,data/train/00054_d.png
data/train/00055_c.png,data/train/00055_d.png
data/train/00056_c.png,data/train/00056_d.png
data/train/00057_c.png,data/train/00057_d.png
data/train/00058_c.png,data/train/00058_d.png
data/train/00059_c.png,data/train/00059_d.png
data/train/00060_c.png,data/train/00060_d.png
data/train/00061_c.png,data/train/00061_d.png
data/train/00062_c.png,data/train/00062_d.png
data/train/00063_c.png,data/train/00063_d.png
data/train/00064_c.png,data/train/00064_d.png
data/train/00065_c.png,data/train/00065_d.png
data/train/00066_c.png,data/train/00066_d.png
data/train/00067_c.png,data/train/00067_d.png
data/train/00068_c.png,data/train/00068_d.png
data/train/00069_c.png,data/train/00069_d.png
data/train/00070_c.png,data/train/00070_d.png
data/train/00071_c.png,data/train/00071_d.png
data/train/00072_c.png,data/train/00072_d.png
data/train/00073_c.png,data/train/00073_d.png
data/train/00074_c.png,data/train/00074_d.png
data/train/00075_c.png,data/train/00075_d.png
data/train/00076_c.png,data/train/00076_d.png
data/train/00077_c.png,data/train/00077_d.png
data/train/00078_c.png,data/train/00078_d.png
data/train/00079_c.png,data/train/00079_d.png
data/train/00080_c.png,data/train/00080_d.png
data/train/00081_c.png,data/train/00081_d.png
data/train/00082_c.png,data/train/00082_d.png
data/train/00083_c.png,data/train/00083_d.png
data/train/00084_c.png,data/train/00084_d.png
data/train/00085_c.png,data/train/00085_d.png
data/train/00086_c.png,data/train/00086_d.png
data/train/00087_c.png,data/train/00087_d.png
data/train/00088_c.png,data/train/00088_d.png
data/train/00089_c.png,data/train/00089_d.png
data/train/00090_c.png,data/train/00090_d.png
data/train/00091_c.png,data/train/00091_d.png
data/train/00092_c.png,data/train/00092_d.png
data/train/00093_c.png,data/train/00093_d.png
data/train/00094_c.png,data/train/00094_d.png
data/train/00095_c.png,data/train/00095_d.png
data/train/00096_c.png,data/train/00096_d.png
data/train/00097_c.png,data/train/00097_d.png
data/train/00098_c.png,data/train/00098_d.png
data/train/00099_c.png,data/train/00099_d.png
data/train/00100_c.png,data/train/00100_d.png
data/train/00101_c.png,data/train/00101_d.png
data/train/00102_c.png,data/train/00102_d.png
data/train/00103_c.png,data/train/00103_d.png
data/train/00104_c.png,data/train/00104_d.png
data/train/00105_c.png,data/train/00105_d.png
data/train/00106_c.png,data/train/00106_d.png
data/train/00107_c.png,data/train/00107_d.png
data/train/00108_c.png,data/train/00108_d.png
data/train/00109_c.png,data/train/00109_d.png
data/train/00110_c.png,data/train/00110_d.png
data/train/00111_c.png,data/train/00111_d.png
data/train/00112_c.png,data/train/00112_d.png
data/train/00113_c.png,data/train/00113_d.png
data/train/00114_c.png,data/train/00114_d.png
data/train/00115_c.png,data/train/00115_d.png
data/train/00116_c.png,data/train/00116_d.png
data/train/00117_c.png,data/train/00117_d.png
data/train/00118_c.png,data/train/00118_d.png
data/train/00119_c.png,data/train/00119_d.png
data/train/00120_c.png,data/train/00120_d.png
data/train/00121_c.png,data/train/00121_d.png
data/train/00122_c.png,data/train/00122_d.png
data/train/00123_c.png,data/train/00123_d.png
data/train/00124_c.png,data/train/00124_d.png
data/train/00125_c.png,data/train/00125_d.png
data/train/00126_c.png,data/train/00126_d.png
data/train/00127_c.png,data/train/00127_d.png
data/train/00128_c.png,data/train/00128_d.png
data/train/00129_c.png,data/train/00129_d.png
data/train/00130_c.png,data/train/00130_d.png
data/train/00131_c.png,data/train/00131_d.png
data/train/00132_c.png,data/train/00132_d.png
data/train/00133_c.png,data/train/00133_d.png
data/train/00134_c.png,data/train/00134_d.png
data/train/00135_c.png,data/train/00135_d.png
data/train/00136_c.png,data/train/00136_d.png
data/train/00137_c.png,data/train/00137_d.png
data/train/00138_c.png,data/train/00138_d.png
data/train/00139_c.png,data/train/00139_d.png
data/train/00140_c.png,data/train/00140_d.png
data/train/00141_c.png,data/train/00141_d.png
data/train/00142_c.png,data/train/00142_d.png
data/train/00143_c.png,data/train/00143_d.png
data/train/00144_c.png,data/train/00144_d.png
data/train/00145_c.png,data/train/00145_d.png
data/train/00146_c.png,data/train/00146_d.png
data/train/00147_c.png,data/train/00147_d.png
data/train/00148_c.png,data/train/00148_d.png
data/train/00149_c.png,data/train/00149_d.png
data/train/00150_c.png,data/train/00150_d.png
data/train/00151_c.png,data/train/00151_d.png
data/train/00152_c.png,data/train/00152_d.png
data/train/00153_c.png,data/train/00153_d.png
data/train/00154_c.png,data/train/00154_d.png
data/train/00155_c.png,data/train/00155_d.png
data/train/00156_c.png,data/train/00156_d.png
data/train/00157_c.png,data/train/00157_d.png
data/train/00158_c.png,data/train/00158_d.png
data/train/00159_c.png,data/train/00159_d.png
